Date,Open,High,Low,Close,Adj Close,Volume,ticker
1981-12-31,3.437748908996582,3.50790810585022,3.36759090423584,3.414362907409668,0.7932589054107666,521946.0,WMB
1982-01-04,3.414362907409668,3.4299540519714355,3.3831820487976074,3.4299540519714355,0.7968812584877014,224493.0,WMB
1982-01-05,3.3052279949188232,3.3987729549407963,3.196094036102295,3.274046897888184,0.7606594562530518,686307.0,WMB
1982-01-06,3.2272748947143555,3.274046897888184,3.180502891540528,3.180502891540528,0.7389264702796936,1118455.0,WMB
1982-01-07,3.164911985397339,3.2272748947143555,3.086958885192871,3.164911985397339,0.735304057598114,831425.0,WMB
1982-01-08,3.211683988571167,3.242866039276123,3.164911985397339,3.211683988571167,0.7461708188056946,682298.0,WMB
1982-01-11,3.1337308883666988,3.242866039276123,3.009005069732666,3.040186882019043,0.7063266038894653,558025.0,WMB
1982-01-12,3.040186882019043,3.0713679790496826,2.9934139251708984,3.0245959758758545,0.7027044892311096,521144.0,WMB
1982-01-13,2.9934139251708984,3.086958885192871,2.88427996635437,2.9154610633850098,0.6773490905761719,753654.0,WMB
1982-01-14,2.8998699188232417,2.9154610633850098,2.8686890602111816,2.88427996635437,0.6701046824455261,700738.0,WMB
1982-01-15,3.1181399822235107,3.3364100456237797,2.88427996635437,3.242866039276123,0.7534150481224059,2531958.0,WMB
1982-01-18,3.242866039276123,3.289638042449951,3.180502891540528,3.242866039276123,0.7534150481224059,1624366.0,WMB
1982-01-19,3.1337308883666988,3.2272748947143555,3.0245959758758545,3.0245959758758545,0.7027044892311096,986967.0,WMB
1982-01-20,3.180502891540528,3.3052279949188232,3.040186882019043,3.258455991744995,0.7570369243621826,1433547.0,WMB
1982-01-21,3.414362907409668,3.523498058319092,3.289638042449951,3.3987729549407963,0.7896368503570557,2398064.0,WMB
1982-01-22,3.36759090423584,3.414362907409668,3.320818901062012,3.352000951766968,0.7787705659866333,877125.0,WMB
1982-01-25,3.2272748947143555,3.320818901062012,3.1337308883666988,3.258455991744995,0.7570369243621826,917213.0,WMB
1982-01-26,3.289638042449951,3.320818901062012,3.242866039276123,3.289638042449951,0.7642814517021179,1245935.0,WMB
1982-01-27,3.320818901062012,3.3987729549407963,3.242866039276123,3.3987729549407963,0.7896368503570557,915610.0,WMB
1982-01-28,3.476726055145264,3.6014521121978764,3.352000951766968,3.6014521121978764,0.8367254137992859,2878318.0,WMB
1982-01-29,3.6014521121978764,3.6482241153717037,3.4923169612884517,3.5390889644622803,0.8222363591194153,1789528.0,WMB
1982-02-01,3.4923169612884517,3.5546801090240483,3.4299540519714355,3.50790810585022,0.8149921894073486,1104024.0,WMB
1982-02-02,3.5858609676361084,3.6638150215148926,3.50790810585022,3.6014521121978764,0.8367254137992859,1726991.0,WMB
1982-02-03,3.6638150215148926,3.7261769771575928,3.6014521121978764,3.6638150215148926,0.8512141704559326,2005202.0,WMB
1982-02-04,3.6482241153717037,3.7729489803314213,3.523498058319092,3.5546801090240483,0.8258586525917053,1691714.0,WMB
1982-02-05,3.523498058319092,3.6014521121978764,3.4299540519714355,3.461134910583496,0.8041254878044128,987768.0,WMB
1982-02-08,3.274046897888184,3.4455449581146236,3.086958885192871,3.1181399822235107,0.7244377136230469,1714965.0,WMB
1982-02-09,3.1337308883666988,3.196094036102295,3.0713679790496826,3.164911985397339,0.735304057598114,1166561.0,WMB
1982-02-10,3.2272748947143555,3.3364100456237797,3.1181399822235107,3.289638042449951,0.7642814517021179,4347143.0,WMB
1982-02-11,3.289638042449951,3.3364100456237797,3.2272748947143555,3.289638042449951,0.7642814517021179,2742019.0,WMB
1982-02-12,3.3831820487976074,3.4299540519714355,3.320818901062012,3.4299540519714355,0.7968812584877014,1955493.0,WMB
1982-02-16,3.3364100456237797,3.414362907409668,3.258455991744995,3.3364100456237797,0.7751477360725403,1200235.0,WMB
1982-02-17,3.3364100456237797,3.414362907409668,3.242866039276123,3.242866039276123,0.7534150481224059,1079971.0,WMB
